2080.00	1180.00	291.00
2104.00	1179.00	287.00
2067.00	1207.00	222.00
2036.00	1286.00	-6.00
2035.00	1272.00	-436.00
2064.00	1056.00	-982.00
2227.00	584.00	-1330.00
2422.00	186.00	-1290.00
2496.00	88.00	-1202.00
2360.00	336.00	-1290.00
1982.00	615.00	-1504.00
1300.00	831.00	-1681.00
613.00	969.00	-1577.00
35.00	1030.00	-1279.00
-359.00	1059.00	-813.00
-419.00	1186.00	-247.00
-22.00	1410.00	170.00
632.00	1604.00	303.00
1326.00	1622.00	115.00
1840.00	1482.00	-265.00
2182.00	1234.00	-650.00
2431.00	880.00	-915.00
2674.00	481.00	-981.00
2882.00	-17.00	-762.00
2917.00	-628.00	-285.00
2607.00	-1060.00	420.00
2061.00	-1185.00	1048.00
1686.00	-953.00	1376.00
1676.00	-495.00	1425.00
1883.00	-61.00	1230.00
2191.00	266.00	800.00
2436.00	376.00	296.00
2560.00	348.00	-170.00
2604.00	291.00	-546.00
2544.00	229.00	-987.00
2330.00	33.00	-1500.00
1913.00	-312.00	-1898.00
1386.00	-572.00	-2093.00
747.00	-667.00	-2118.00
18.00	-440.00	-1963.00
-486.00	126.00	-1578.00
-466.00	818.00	-1118.00
1.00	1335.00	-903.00
669.00	1560.00	-868.00
1272.00	1493.00	-967.00
1696.00	1279.00	-1098.00
2068.00	933.00	-1252.00
2435.00	492.00	-1297.00
2743.00	29.00	-1001.00
2873.00	-557.00	-516.00
2654.00	-1046.00	195.00
2118.00	-1274.00	878.00
1561.00	-1146.00	1342.00
1231.00	-547.00	1593.00
1327.00	50.00	1503.00
1622.00	609.00	1095.00
1968.00	875.00	540.00
2223.00	877.00	-59.00
2338.00	736.00	-597.00
2384.00	411.00	-1096.00
2318.00	-26.00	-1456.00
2063.00	-481.00	-1745.00
1547.00	-967.00	-1916.00
985.00	-1158.00	-1946.00
407.00	-1104.00	-1897.00
-189.00	-783.00	-1778.00
-533.00	-170.00	-1577.00
-520.00	420.00	-1411.00
-173.00	955.00	-1298.00
440.00	1392.00	-1137.00
1061.00	1524.00	-965.00
1512.00	1462.00	-908.00
1967.00	1297.00	-834.00
2443.00	974.00	-719.00
2817.00	485.00	-541.00
2969.00	-28.00	-127.00
2826.00	-417.00	437.00
2441.00	-619.00	979.00
2104.00	-544.00	1309.00
2006.00	-255.00	1355.00
2142.00	69.00	1180.00
2404.00	199.00	797.00
2654.00	344.00	222.00
2749.00	331.00	-455.00
2662.00	111.00	-1100.00
2369.00	-108.00	-1614.00
1923.00	23.00	-1922.00
1455.00	345.00	-2009.00
1040.00	505.00	-2031.00
708.00	147.00	-2141.00
405.00	-539.00	-2128.00
-70.00	-852.00	-1859.00
-628.00	-679.00	-1403.00
-996.00	-332.00	-709.00
-914.00	206.00	113.00
-383.00	637.00	675.00
237.00	953.00	808.00
743.00	1139.00	696.00
1100.00	1222.00	506.00
1289.00	1289.00	282.00
1470.00	1327.00	79.00
1658.00	1331.00	-93.00
1925.00	1238.00	-81.00
2298.00	978.00	92.00
2533.00	618.00	384.00
2534.00	383.00	674.00
2369.00	287.00	967.00
2102.00	417.00	1155.00
1880.00	755.00	1127.00
1819.00	1043.00	904.00
1855.00	1305.00	471.00
1913.00	1418.00	-99.00
1944.00	1371.00	-627.00
1906.00	1203.00	-1112.00
1832.00	989.00	-1450.00
1704.00	802.00	-1691.00
1567.00	610.00	-1861.00
1411.00	391.00	-2006.00
1273.00	168.00	-2106.00
1206.00	-84.00	-2162.00
1146.00	-238.00	-2209.00
828.00	-341.00	-2219.00
253.00	-406.00	-2099.00
-498.00	-119.00	-1572.00
-939.00	129.00	-744.00
-940.00	238.00	58.00
-630.00	384.00	616.00
-200.00	586.00	921.00
196.00	786.00	987.00
574.00	952.00	911.00
900.00	1105.00	752.00
1174.00	1189.00	549.00
1494.00	1190.00	395.00
1882.00	1084.00	288.00
2285.00	882.00	140.00
2516.00	628.00	196.00
2624.00	331.00	441.00
2450.00	195.00	866.00
1963.00	193.00	1313.00
1664.00	338.00	1458.00
1594.00	716.00	1297.00
1763.00	1013.00	963.00
2070.00	1177.00	444.00
2333.00	1138.00	-179.00
2488.00	909.00	-809.00
2458.00	545.00	-1353.00
2223.00	58.00	-1794.00
1906.00	-575.00	-1989.00
1529.00	-1024.00	-1973.00
1151.00	-1323.00	-1902.00
680.00	-1527.00	-1738.00
59.00	-1505.00	-1502.00
-505.00	-1293.00	-1098.00
-910.00	-855.00	-549.00
-980.00	-180.00	-100.00
-733.00	441.00	127.00
-264.00	979.00	113.00
460.00	1327.00	113.00
1220.00	1316.00	227.00
1827.00	1028.00	350.00
2220.00	600.00	485.00
2373.00	154.00	590.00
2297.00	-283.00	819.00
1891.00	-623.00	1142.00
1356.00	-920.00	1315.00
718.00	-873.00	1409.00
209.00	-691.00	1415.00
-42.00	-236.00	1435.00
0.00	399.00	1368.00
436.00	1088.00	1095.00
1163.00	1562.00	453.00
1648.00	1586.00	-513.00
1754.00	1146.00	-1463.00
1568.00	88.00	-2151.00
1245.00	-1266.00	-1925.00
872.00	-1907.00	-1252.00
402.00	-2008.00	-803.00
-114.00	-1827.00	-531.00
-586.00	-1414.00	-312.00
-897.00	-761.00	-199.00
-898.00	24.00	-120.00
-488.00	814.00	-6.00
252.00	1328.00	38.00
1144.00	1381.00	170.00
1809.00	1057.00	344.00
2293.00	418.00	487.00
2504.00	-323.00	373.00
2426.00	-785.00	393.00
2165.00	-1089.00	568.00
1745.00	-1296.00	828.00
1080.00	-1249.00	1144.00
366.00	-925.00	1315.00
40.00	-390.00	1386.00
104.00	92.00	1432.00
569.00	631.00	1423.00
1149.00	1149.00	1091.00
1629.00	1528.00	345.00
1900.00	1500.00	-524.00
1846.00	1193.00	-1319.00
1554.00	676.00	-1855.00
1149.00	-29.00	-2106.00
736.00	-701.00	-1982.00
310.00	-1097.00	-1643.00
-77.00	-1236.00	-1246.00
-424.00	-1079.00	-983.00
-717.00	-719.00	-707.00
-858.00	-134.00	-344.00
-686.00	550.00	-97.00
-174.00	1161.00	-4.00
583.00	1464.00	26.00
1504.00	1314.00	281.00
2305.00	492.00	536.00
2587.00	-147.00	313.00
2630.00	-489.00	93.00
2584.00	-816.00	-18.00
2401.00	-1167.00	16.00
2040.00	-1537.00	159.00
1455.00	-1772.00	480.00
598.00	-1653.00	825.00
35.00	-1061.00	1057.00
-126.00	-293.00	1197.00
-57.00	421.00	1095.00
401.00	1041.00	901.00
939.00	1435.00	406.00
1331.00	1521.00	-263.00
1426.00	1325.00	-946.00
1252.00	828.00	-1603.00
1034.00	180.00	-1900.00
806.00	-318.00	-1882.00
505.00	-532.00	-1771.00
81.00	-703.00	-1572.00
-392.00	-645.00	-1267.00
-702.00	-317.00	-934.00
-773.00	104.00	-687.00
-631.00	667.00	-573.00
-143.00	1244.00	-487.00
543.00	1522.00	-375.00
1268.00	1508.00	-373.00
1916.00	1250.00	-298.00
2448.00	728.00	-307.00
2678.00	196.00	-403.00
2729.00	-237.00	-386.00
2679.00	-629.00	-197.00
2463.00	-1066.00	113.00
2034.00	-1461.00	439.00
1505.00	-1655.00	723.00
942.00	-1589.00	949.00
465.00	-1335.00	1101.00
286.00	-946.00	1203.00
224.00	-372.00	1286.00
365.00	248.00	1223.00
670.00	722.00	993.00
1010.00	1054.00	512.00
1256.00	1204.00	-105.00
1402.00	1103.00	-894.00
1435.00	721.00	-1474.00
1199.00	372.00	-1778.00
708.00	114.00	-1879.00
188.00	-39.00	-1784.00
-252.00	90.00	-1511.00
-616.00	291.00	-1070.00
-721.00	630.00	-674.00
-384.00	1166.00	-377.00
337.00	1551.00	-269.00
1139.00	1598.00	-449.00
1788.00	1336.00	-735.00
2263.00	873.00	-950.00
2497.00	323.00	-1102.00
2554.00	-141.00	-1122.00
2642.00	-453.00	-874.00
2674.00	-743.00	-360.00
2453.00	-1068.00	294.00
1861.00	-1405.00	825.00
1171.00	-1541.00	1069.00
589.00	-1356.00	1222.00
257.00	-945.00	1268.00
59.00	-376.00	1247.00
146.00	273.00	1165.00
639.00	861.00	902.00
1125.00	1125.00	370.00
1341.00	1203.00	-346.00
1436.00	1002.00	-1033.00
1370.00	644.00	-1538.00
1076.00	431.00	-1740.00
473.00	330.00	-1739.00
-121.00	396.00	-1411.00
-563.00	557.00	-773.00
-764.00	564.00	-119.00
-525.00	876.00	438.00
233.00	1320.00	596.00
1094.00	1505.00	365.00
1725.00	1408.00	-140.00
2291.00	990.00	-496.00
2606.00	338.00	-844.00
2619.00	-252.00	-1039.00
2584.00	-617.00	-941.00
2601.00	-877.00	-675.00
2499.00	-1199.00	-294.00
2164.00	-1544.00	192.00
1684.00	-1702.00	678.00
1100.00	-1701.00	967.00
591.00	-1461.00	1118.00
351.00	-936.00	1271.00
432.00	-347.00	1390.00
876.00	411.00	1265.00
1300.00	857.00	772.00
1539.00	1054.00	224.00
1636.00	1129.00	-413.00
1597.00	953.00	-1107.00
1320.00	666.00	-1579.00
834.00	405.00	-1795.00
306.00	337.00	-1723.00
-236.00	472.00	-1339.00
-645.00	553.00	-747.00
-745.00	674.00	-164.00
-416.00	1051.00	276.00
261.00	1466.00	280.00
1090.00	1590.00	23.00
1823.00	1379.00	-384.00
2271.00	977.00	-782.00
2408.00	494.00	-1162.00
2378.00	19.00	-1423.00
2461.00	-421.00	-1311.00
2517.00	-821.00	-1058.00
2480.00	-1216.00	-606.00
2256.00	-1546.00	-81.00
1966.00	-1693.00	399.00
1681.00	-1658.00	802.00
1416.00	-1567.00	1069.00
1203.00	-1318.00	1308.00
950.00	-861.00	1496.00
818.00	-219.00	1499.00
992.00	524.00	1244.00
1388.00	1053.00	607.00
1675.00	1136.00	-35.00
1775.00	1049.00	-689.00
1772.00	720.00	-1337.00
1593.00	302.00	-1740.00
1240.00	-127.00	-1958.00
839.00	-430.00	-1994.00
381.00	-579.00	-1907.00
-170.00	-703.00	-1662.00
-735.00	-504.00	-1229.00
-1010.00	104.00	-691.00
-685.00	916.00	-148.00
25.00	1432.00	7.00
833.00	1629.00	-211.00
1660.00	1482.00	-294.00
2154.00	1114.00	-711.00
2422.00	571.00	-1101.00
2598.00	-69.00	-1187.00
2704.00	-697.00	-845.00
2573.00	-1213.00	-432.00
2281.00	-1571.00	68.00
1836.00	-1740.00	597.00
1211.00	-1700.00	1057.00
692.00	-1373.00	1367.00
548.00	-823.00	1566.00
786.00	-226.00	1541.00
1287.00	193.00	1327.00
1800.00	523.00	896.00
2105.00	739.00	314.00
2282.00	768.00	-251.00
2276.00	707.00	-830.00
2004.00	385.00	-1557.00
1580.00	-138.00	-1940.00
1108.00	-433.00	-2051.00
545.00	-488.00	-2021.00
-84.00	-389.00	-1816.00
-671.00	-57.00	-1357.00
-844.00	479.00	-839.00
-486.00	1106.00	-486.00
250.00	1550.00	-403.00
1073.00	1623.00	-581.00
1757.00	1386.00	-827.00
2178.00	963.00	-1090.00
2318.00	474.00	-1338.00
2336.00	28.00	-1510.00
2628.00	-496.00	-1147.00
2673.00	-1081.00	-476.00
2222.00	-1452.00	589.00
1164.00	-1415.00	1365.00
146.00	-902.00	1504.00
-102.00	-53.00	1307.00
166.00	660.00	1022.00
712.00	1139.00	603.00
1245.00	1319.00	1.00
1711.00	1197.00	-567.00
1931.00	862.00	-1189.00
1574.00	564.00	-1709.00
849.00	774.00	-1687.00
394.00	1381.00	-656.00
705.00	1336.00	655.00
1545.00	381.00	1441.00
1387.00	-925.00	1565.00
147.00	-1206.00	1305.00
-32.00	-613.00	1331.00
375.00	260.00	1312.00
884.00	971.00	850.00
1401.00	1281.00	46.00
1774.00	1098.00	-829.00
1959.00	478.00	-1470.00
1840.00	12.00	-1791.00
1494.00	-161.00	-1971.00
877.00	-181.00	-2104.00
26.00	73.00	-1869.00
-683.00	569.00	-1039.00
-613.00	1005.00	-25.00
124.00	1358.00	488.00
864.00	1554.00	344.00
1315.00	1587.00	-106.00
1615.00	1499.00	-524.00
1907.00	1299.00	-761.00
2225.00	1055.00	-841.00
2527.00	750.00	-755.00
2783.00	368.00	-422.00
2852.00	-56.00	114.00
2498.00	-434.00	860.00
1882.00	-721.00	1360.00
1282.00	-609.00	1632.00
931.00	-189.00	1625.00
1020.00	282.00	1412.00
1436.00	630.00	1079.00
1837.00	789.00	613.00
2129.00	773.00	175.00
2268.00	745.00	-303.00
2356.00	570.00	-700.00
2312.00	468.00	-1067.00
2111.00	383.00	-1435.00
1807.00	218.00	-1778.00
1318.00	12.00	-2012.00
661.00	-63.00	-2081.00
-68.00	138.00	-1806.00
-498.00	427.00	-1331.00
-471.00	850.00	-1009.00
1.00	1267.00	-950.00
624.00	1505.00	-912.00
1008.00	1488.00	-956.00
1226.00	1339.00	-1140.00
1400.00	1121.00	-1357.00
1663.00	883.00	-1489.00
2095.00	521.00	-1515.00
2549.00	-13.00	-1303.00
2783.00	-701.00	-713.00
2549.00	-1129.00	291.00
1979.00	-1269.00	989.00
1408.00	-982.00	1461.00
1175.00	-312.00	1622.00
1245.00	374.00	1408.00
1487.00	883.00	930.00
1817.00	1004.00	459.00
2127.00	910.00	38.00
2300.00	739.00	-353.00
2382.00	530.00	-774.00
2431.00	229.00	-1036.00
2396.00	-90.00	-1311.00
2122.00	-470.00	-1672.00
1647.00	-830.00	-1878.00
1071.00	-925.00	-1990.00
361.00	-688.00	-2004.00
-180.00	-311.00	-1808.00
-329.00	203.00	-1633.00
-165.00	660.00	-1533.00
232.00	974.00	-1526.00
715.00	1205.00	-1455.00
1121.00	1212.00	-1437.00
1478.00	1065.00	-1466.00
1834.00	834.00	-1489.00
2229.00	466.00	-1463.00
2571.00	13.00	-1270.00
2755.00	-504.00	-933.00
2733.00	-976.00	-328.00
2397.00	-1243.00	438.00
1864.00	-1199.00	1083.00
1624.00	-761.00	1408.00
1614.00	-281.00	1410.00
1868.00	188.00	1137.00
2132.00	534.00	669.00
2328.00	648.00	156.00
2433.00	603.00	-318.00
2444.00	493.00	-761.00
2465.00	234.00	-1058.00
2445.00	-50.00	-1282.00
2223.00	-436.00	-1606.00
1775.00	-758.00	-1890.00
1097.00	-905.00	-2033.00
362.00	-696.00	-2002.00
-161.00	-156.00	-1814.00
-290.00	439.00	-1574.00
62.00	836.00	-1556.00
592.00	938.00	-1697.00
908.00	853.00	-1783.00
1070.00	789.00	-1800.00
1241.00	710.00	-1770.00
1450.00	557.00	-1810.00
1859.00	364.00	-1761.00
2364.00	36.00	-1511.00
2672.00	-397.00	-1070.00
2712.00	-849.00	-475.00
2553.00	-1039.00	162.00
2279.00	-988.00	699.00
2009.00	-702.00	1013.00
1844.00	-275.00	1157.00
1730.00	229.00	1080.00
1707.00	648.00	711.00
1732.00	887.00	237.00
1762.00	1013.00	-363.00
1774.00	874.00	-1056.00
1693.00	378.00	-1639.00
1464.00	-145.00	-1880.00
1155.00	-547.00	-1911.00
803.00	-805.00	-1857.00
337.00	-845.00	-1725.00
-65.00	-414.00	-1655.00
-162.00	287.00	-1516.00
144.00	892.00	-1349.00
674.00	1199.00	-1257.00
1218.00	1221.00	-1223.00
1869.00	1094.00	-1028.00
2429.00	603.00	-910.00
2669.00	-29.00	-915.00
2682.00	-488.00	-800.00
2646.00	-775.00	-566.00
2533.00	-990.00	-203.00
2349.00	-1105.00	219.00
2065.00	-1017.00	752.00
1663.00	-653.00	1218.00
1376.00	-77.00	1416.00
1264.00	533.00	1326.00
1313.00	1205.00	867.00
1441.00	1620.00	-53.00
1756.00	1462.00	-975.00
2029.00	963.00	-1513.00
2153.00	376.00	-1806.00
2093.00	-175.00	-1947.00
1983.00	-648.00	-1926.00
1834.00	-1035.00	-1821.00
1645.00	-1371.00	-1632.00
1389.00	-1512.00	-1547.00
932.00	-1502.00	-1564.00
295.00	-1294.00	-1508.00
-312.00	-877.00	-1295.00
-722.00	-354.00	-832.00
-809.00	55.00	-173.00
-529.00	504.00	435.00
183.00	950.00	752.00
980.00	1189.00	674.00
1637.00	1187.00	380.00
2051.00	1069.00	23.00
2328.00	842.00	-185.00
2533.00	574.00	-324.00
2687.00	188.00	-313.00
2711.00	-103.00	-141.00
2656.00	-349.00	93.00
2515.00	-469.00	436.00
2274.00	-441.00	799.00
2011.00	-271.00	1109.00
1776.00	44.00	1338.00
1669.00	504.00	1295.00
1770.00	1021.00	955.00
2036.00	1290.00	374.00
2246.00	1327.00	-404.00
2376.00	974.00	-1106.00
2349.00	385.00	-1639.00
2175.00	-225.00	-1909.00
1892.00	-738.00	-1936.00
1528.00	-1116.00	-1880.00
1162.00	-1402.00	-1716.00
831.00	-1556.00	-1497.00
550.00	-1552.00	-1408.00
312.00	-1504.00	-1283.00
151.00	-1504.00	-1164.00
-102.00	-1422.00	-993.00
-657.00	-850.00	-683.00
-822.00	-111.00	6.00
-378.00	436.00	719.00
362.00	778.00	1007.00
1181.00	984.00	905.00
1926.00	938.00	496.00
2481.00	575.00	-1.00
2705.00	137.00	-407.00
2748.00	-266.00	-567.00
2717.00	-575.00	-472.00
2633.00	-742.00	-117.00
2443.00	-854.00	346.00
2170.00	-853.00	779.00
1874.00	-741.00	1129.00
1565.00	-503.00	1416.00
1325.00	48.00	1538.00
1208.00	715.00	1369.00
1440.00	1288.00	842.00
1727.00	1593.00	-129.00
1744.00	1356.00	-1205.00
1454.00	549.00	-2037.00
1116.00	-431.00	-2207.00
723.00	-990.00	-2025.00
292.00	-1326.00	-1707.00
-81.00	-1706.00	-1004.00
-397.00	-1625.00	-541.00
-552.00	-1528.00	-107.00
-584.00	-1353.00	462.00
-383.00	-1022.00	1108.00
327.00	-853.00	1559.00
1210.00	-911.00	1540.00
1789.00	-1043.00	1208.00
1979.00	-1320.00	818.00
1717.00	-1694.00	551.00
1233.00	-1867.00	497.00
692.00	-1799.00	699.00
108.00	-1529.00	901.00
-514.00	-1134.00	866.00
-889.00	-707.00	714.00
-1086.00	-205.00	324.00
-1113.00	89.00	-335.00
-938.00	-139.00	-1106.00
-682.00	-639.00	-1447.00
-366.00	-1404.00	-1328.00
-81.00	-1951.00	-616.00
32.00	-2001.00	-53.00
54.00	-1926.00	67.00
-144.00	-1775.00	206.00
-492.00	-1419.00	485.00
-677.00	-847.00	901.00
-423.00	-346.00	1345.00
420.00	-237.00	1745.00
1589.00	-718.00	1552.00
2538.00	-1089.00	467.00
2611.00	-1228.00	-595.00
2106.00	-1486.00	-1181.00
1430.00	-1764.00	-1284.00
1107.00	-1966.00	-1027.00
975.00	-2120.00	-668.00
699.00	-2179.00	-70.00
342.00	-1963.00	624.00
140.00	-1552.00	1159.00
22.00	-965.00	1500.00
35.00	-360.00	1594.00
16.00	364.00	1444.00
-70.00	1007.00	948.00
-147.00	1359.00	266.00
-408.00	1190.00	-646.00
-603.00	427.00	-1326.00
-690.00	-538.00	-1365.00
-704.00	-1234.00	-754.00
-684.00	-1339.00	-222.00
-730.00	-1255.00	89.00
-831.00	-916.00	470.00
-739.00	-424.00	1014.00
-277.00	159.00	1418.00
465.00	383.00	1647.00
1285.00	86.00	1626.00
1977.00	-550.00	1307.00
2258.00	-1258.00	645.00
2006.00	-1725.00	175.00
1420.00	-2017.00	30.00
691.00	-2040.00	181.00
20.00	-1899.00	84.00
-334.00	-1758.00	-44.00
-646.00	-1563.00	-292.00
-887.00	-1246.00	-585.00
-898.00	-920.00	-1010.00
-605.00	-907.00	-1443.00
-341.00	-1092.00	-1603.00
-113.00	-1361.00	-1564.00
-79.00	-1505.00	-1432.00
105.00	-1772.00	-1146.00
133.00	-1937.00	-572.00
10.00	-1867.00	-267.00
-233.00	-1707.00	-200.00
-623.00	-1401.00	-16.00
-917.00	-958.00	237.00
-957.00	-419.00	654.00
-382.00	12.00	1352.00
603.00	-186.00	1732.00
1337.00	-657.00	1585.00
1743.00	-1194.00	1157.00
1727.00	-1659.00	631.00
1365.00	-1897.00	374.00
949.00	-1894.00	434.00
506.00	-1798.00	585.00
-11.00	-1553.00	749.00
-547.00	-1121.00	814.00
-890.00	-532.00	816.00
-988.00	95.00	608.00
-957.00	659.00	-117.00
-493.00	677.00	-1376.00
148.00	129.00	-2076.00
852.00	-1156.00	-2102.00
993.00	-2103.00	-1160.00
887.00	-2306.00	-492.00
578.00	-2300.00	-475.00
-47.00	-2126.00	-387.00
-650.00	-1697.00	-23.00
-932.00	-1022.00	484.00
-705.00	-432.00	965.00
-117.00	-209.00	1342.00
554.00	-249.00	1548.00
1119.00	-342.00	1567.00
1467.00	-484.00	1515.00
1540.00	-747.00	1470.00
1371.00	-992.00	1468.00
1020.00	-1150.00	1537.00
661.00	-1162.00	1569.00
271.00	-1047.00	1589.00
-39.00	-690.00	1585.00
-145.00	27.00	1533.00
-27.00	632.00	1293.00
68.00	1018.00	977.00
123.00	1224.00	685.00
70.00	1314.00	353.00
-215.00	1249.00	-130.00
-491.00	738.00	-1038.00
-163.00	-669.00	-1811.00
102.00	-1731.00	-1357.00
-30.00	-1843.00	-1196.00
-477.00	-1712.00	-972.00
-1043.00	-1091.00	-569.00
-1159.00	-180.00	106.00
-691.00	356.00	804.00
239.00	541.00	1401.00
1338.00	315.00	1536.00
2108.00	-202.00	1283.00
2424.00	-827.00	913.00
2346.00	-1270.00	746.00
2048.00	-1479.00	907.00
1561.00	-1637.00	1115.00
889.00	-1614.00	1340.00
188.00	-1335.00	1430.00
-273.00	-754.00	1417.00
-499.00	39.00	1191.00
-406.00	807.00	709.00
-266.00	1170.00	-426.00
31.00	944.00	-1282.00
249.00	257.00	-1878.00
375.00	-618.00	-2004.00
294.00	-1126.00	-1864.00
-114.00	-1319.00	-1639.00
-729.00	-1170.00	-1213.00
-1150.00	-692.00	-655.00
-1123.00	138.00	-254.00
-654.00	932.00	-268.00
7.00	1392.00	-494.00
774.00	1545.00	-766.00
1611.00	1404.00	-840.00
2239.00	968.00	-924.00
2625.00	550.00	-786.00
2828.00	176.00	-310.00
2708.00	-143.00	449.00
2209.00	-386.00	1073.00
1882.00	-305.00	1282.00
1750.00	-109.00	1306.00
1941.00	125.00	1065.00
2261.00	202.00	667.00
2450.00	128.00	355.00
2506.00	-121.00	235.00
2492.00	-17.00	200.00
2515.00	235.00	-76.00
2577.00	228.00	-494.00
2608.00	-73.00	-920.00
2479.00	-536.00	-1245.00
2176.00	-1050.00	-1477.00
1679.00	-1383.00	-1632.00
1158.00	-1505.00	-1729.00
863.00	-1422.00	-1838.00
702.00	-1050.00	-2004.00
701.00	-623.00	-2082.00
752.00	-107.00	-2062.00
849.00	280.00	-1895.00
1033.00	492.00	-1787.00
1446.00	430.00	-1771.00
1872.00	231.00	-1710.00
2323.00	-54.00	-1453.00
2643.00	-352.00	-1009.00
2756.00	-595.00	-414.00
2601.00	-828.00	140.00
2457.00	-841.00	403.00
2346.00	-794.00	581.00
2350.00	-666.00	576.00
2390.00	-550.00	493.00
2423.00	-563.00	336.00
2393.00	-674.00	233.00
2336.00	-811.00	168.00
2473.00	-654.00	88.00
2657.00	-431.00	-237.00
2688.00	-570.00	-682.00
2511.00	-903.00	-1076.00
2200.00	-1238.00	-1304.00
1716.00	-1612.00	-1402.00
1199.00	-1711.00	-1518.00
831.00	-1552.00	-1715.00
772.00	-1566.00	-1695.00
815.00	-1478.00	-1733.00
922.00	-1280.00	-1824.00
953.00	-948.00	-1914.00
989.00	-528.00	-1976.00
1210.00	-226.00	-1983.00
1582.00	-210.00	-1936.00
2010.00	-441.00	-1738.00
2402.00	-743.00	-1301.00
2590.00	-1106.00	-578.00
